TransactionID,CustomerID,AccountID,CardID,MerchantID,DateKey,Amount,Currency,Status,Channel,TransactionType
TX00107,CUST0107,ACC0107,CARD0107,MERCH0107,20260756,3373.12,GBP,Approved,ATM,Withdrawal
TX00108,CUST0108,ACC0108,CARD0108,MERCH0108,2026-08-05,4303.28,EUR,Approved,POS,Withdrawal
TX00109,CUST0109,ACC0109,CARD0109,MERCH0109,20260671,2937.68,EUR,Approved,Online,Refund
TX00110,CUST0110,ACC0110,CARD0110,MERCH0110,2026-03-25,108.62,CAD,Approved,Online,Refund
TX00111,CUST0111,ACC0111,CARD0111,MERCH0111,2026-08-02,3824.98,CAD,Approved,POS,Withdrawal
TX00112,CUST0112,ACC0112,CARD0112,MERCH0112,20260433,4108.0,INR,Approved,POS,Transfer
TX00113,CUST0113,ACC0113,CARD0113,MERCH0113,20260887,2883.35,CAD,Approved,ATM,Purchase
TX00114,CUST0114,ACC0114,CARD0114,MERCH0114,20260895,3816.73,USD,Approved,ATM,Refund
TX00115,CUST0115,ACC0115,CARD0115,MERCH0115,20260158,880.08,USD,Declined,POS,Withdrawal
TX00116,CUST0116,ACC0116,CARD0116,MERCH0116,20260335,2597.22,USD,Declined,Online,Transfer
TX00117,CUST0117,ACC0117,CARD0117,MERCH0117,20260133,2213.94,EUR,Approved,Mobile App,Transfer
TX00118,CUST0118,ACC0118,CARD0118,MERCH0118,2026-09-25,1394.39,GBP,Reversed,ATM,Transfer
TX00119,CUST0119,ACC0119,CARD0119,MERCH0119,2026-04-24,4984.74,INR,Approved,POS,Refund
TX00120,CUST0120,ACC0120,CARD0120,MERCH0120,2026-05-11,2182.25,CAD,Declined,Online,Withdrawal
TX00121,CUST0121,ACC0121,CARD0121,MERCH0121,20260375,4072.15,INR,Declined,Online,Purchase
TX00122,CUST0122,ACC0122,CARD0122,MERCH0122,20260168,4845.43,EUR,Declined,ATM,Withdrawal
TX00123,CUST0123,ACC0123,CARD0123,MERCH0123,2026-03-17,2352.7,CAD,Approved,ATM,Withdrawal
TX00124,CUST0124,ACC0124,CARD0124,MERCH0124,20260681,2044.7,CAD,Approved,Mobile App,Transfer
TX00125,CUST0125,ACC0125,CARD0125,MERCH0125,20260836,1608.69,EUR,Declined,ATM,Purchase
TX00126,CUST0126,ACC0126,CARD0126,MERCH0126,2026-04-23,527.48,GBP,Reversed,Mobile App,Refund
TX00127,CUST0127,ACC0127,CARD0127,MERCH0127,2026-03-18,808.32,CAD,Approved,POS,Refund
TX00128,CUST0128,ACC0128,CARD0128,MERCH0128,20260772,2061.17,GBP,Approved,ATM,Transfer
TX00129,CUST0129,ACC0129,CARD0129,MERCH0129,2026-06-12,2479.87,EUR,Declined,Mobile App,Refund
TX00130,CUST0130,ACC0130,CARD0130,MERCH0130,2026-05-06,3314.6,INR,Declined,ATM,Withdrawal
TX00131,CUST0131,ACC0131,CARD0131,MERCH0131,20260759,2005.26,CAD,Approved,POS,Transfer
TX00132,CUST0132,ACC0132,CARD0132,MERCH0132,20260570,3803.7,GBP,Reversed,POS,Purchase
TX00133,CUST0133,ACC0133,CARD0133,MERCH0133,20260247,188.3,CAD,Approved,Mobile App,Withdrawal
TX00134,CUST0134,ACC0134,CARD0134,MERCH0134,20260372,444.86,GBP,Approved,Online,Purchase
TX00135,CUST0135,ACC0135,CARD0135,MERCH0135,20260243,1265.73,CAD,Declined,POS,Purchase
TX00136,CUST0136,ACC0136,CARD0136,MERCH0136,20260353,584.03,CAD,Approved,POS,Withdrawal
TX00137,CUST0137,ACC0137,CARD0137,MERCH0137,20260863,3863.88,CAD,Approved,POS,Purchase
TX00138,CUST0138,ACC0138,CARD0138,MERCH0138,20260675,4325.23,INR,Reversed,POS,Transfer
TX00139,CUST0139,ACC0139,CARD0139,MERCH0139,20260652,4125.51,CAD,Declined,Online,Transfer
TX00140,CUST0140,ACC0140,CARD0140,MERCH0140,20260370,10.75,GBP,Approved,POS,Withdrawal
TX00141,CUST0141,ACC0141,CARD0141,MERCH0141,20260865,4347.49,INR,Declined,Online,Refund
TX00142,CUST0142,ACC0142,CARD0142,MERCH0142,20260699,2312.57,USD,Approved,ATM,Purchase
TX00143,CUST0143,ACC0143,CARD0143,MERCH0143,20260539,275.75,GBP,Declined,Online,Withdrawal
TX00144,CUST0144,ACC0144,CARD0144,MERCH0144,20260698,2594.6,GBP,Approved,Mobile App,Purchase
TX00145,CUST0145,ACC0145,CARD0145,MERCH0145,2026-05-09,3115.06,USD,Approved,ATM,Withdrawal
TX00146,CUST0146,ACC0146,CARD0146,MERCH0146,20260471,2494.97,INR,Approved,Online,Purchase
TX00147,CUST0147,ACC0147,CARD0147,MERCH0147,2026-03-25,2212.99,CAD,Approved,Online,Refund
TX00148,CUST0148,ACC0148,CARD0148,MERCH0148,20260242,262.8,GBP,Reversed,Online,Withdrawal
TX00149,CUST0149,ACC0149,CARD0149,MERCH0149,2026-06-22,1338.95,USD,Reversed,Online,Transfer
TX00150,CUST0150,ACC0150,CARD0150,MERCH0150,2026-06-06,659.41,CAD,Approved,Online,Refund
TX00151,CUST0151,ACC0151,CARD0151,MERCH0151,20260194,1443.71,INR,Reversed,Online,Transfer
TX00152,CUST0152,ACC0152,CARD0152,MERCH0152,20260874,4404.83,GBP,Declined,Mobile App,Refund
TX00153,CUST0153,ACC0153,CARD0153,MERCH0153,20260149,2426.14,CAD,Approved,Mobile App,Transfer
TX00154,CUST0154,ACC0154,CARD0154,MERCH0154,2026-02-13,149.2,CAD,Approved,Mobile App,Refund
TX00155,CUST0155,ACC0155,CARD0155,MERCH0155,20260257,3151.96,EUR,Approved,Online,Purchase
TX00156,CUST0156,ACC0156,CARD0156,MERCH0156,20260743,3997.57,USD,Approved,ATM,Transfer
TX00157,CUST0157,ACC0157,CARD0157,MERCH0157,20260264,3550.37,CAD,Declined,Mobile App,Purchase
TX00158,CUST0158,ACC0158,CARD0158,MERCH0158,2026-09-12,1557.2,INR,Approved,POS,Withdrawal
TX00159,CUST0159,ACC0159,CARD0159,MERCH0159,20260797,73.3,EUR,Approved,POS,Purchase
TX00160,CUST0160,ACC0160,CARD0160,MERCH0160,20260533,2042.91,CAD,Approved,Online,Transfer
TX00161,CUST0161,ACC0161,CARD0161,MERCH0161,2026-07-11,1127.38,CAD,Declined,ATM,Refund
TX00162,CUST0162,ACC0162,CARD0162,MERCH0162,20260166,4207.82,INR,Declined,Mobile App,Purchase
TX00163,CUST0163,ACC0163,CARD0163,MERCH0163,20260495,571.74,EUR,Approved,Online,Refund
TX00164,CUST0164,ACC0164,CARD0164,MERCH0164,20260491,4735.57,EUR,Declined,ATM,Withdrawal
TX00165,CUST0165,ACC0165,CARD0165,MERCH0165,2026-07-11,3240.31,USD,Approved,POS,Withdrawal
TX00166,CUST0166,ACC0166,CARD0166,MERCH0166,20260580,774.09,CAD,Approved,Mobile App,Transfer
TX00167,CUST0167,ACC0167,CARD0167,MERCH0167,20260642,4663.6,USD,Approved,Online,Refund
TX00168,CUST0168,ACC0168,CARD0168,MERCH0168,20260358,1462.85,EUR,Approved,Online,Purchase
TX00169,CUST0169,ACC0169,CARD0169,MERCH0169,20260667,3528.53,USD,Approved,ATM,Purchase
TX00170,CUST0170,ACC0170,CARD0170,MERCH0170,2026-01-12,2080.37,INR,Approved,Online,Withdrawal
TX00171,CUST0171,ACC0171,CARD0171,MERCH0171,20260797,2415.09,GBP,Approved,Online,Refund
TX00172,CUST0172,ACC0172,CARD0172,MERCH0172,20260839,2363.74,INR,Approved,Mobile App,Refund
TX00173,CUST0173,ACC0173,CARD0173,MERCH0173,2026-02-18,2286.65,EUR,Approved,POS,Withdrawal
TX00174,CUST0174,ACC0174,CARD0174,MERCH0174,20260799,727.49,INR,Approved,POS,Purchase
TX00175,CUST0175,ACC0175,CARD0175,MERCH0175,20260650,957.1,EUR,Approved,ATM,Withdrawal
TX00176,CUST0176,ACC0176,CARD0176,MERCH0176,20260869,2998.89,INR,Approved,POS,Refund
TX00177,CUST0177,ACC0177,CARD0177,MERCH0177,20260374,3732.73,CAD,Declined,ATM,Purchase
TX00178,CUST0178,ACC0178,CARD0178,MERCH0178,20260888,686.86,CAD,Approved,Mobile App,Withdrawal
TX00179,CUST0179,ACC0179,CARD0179,MERCH0179,20260757,353.7,INR,Approved,ATM,Refund
TX00180,CUST0180,ACC0180,CARD0180,MERCH0180,20260449,3864.51,USD,Declined,POS,Refund
TX00181,CUST0181,ACC0181,CARD0181,MERCH0181,2026-02-15,4272.79,EUR,Approved,Online,Transfer
TX00182,CUST0182,ACC0182,CARD0182,MERCH0182,2026-04-01,1702.68,CAD,Approved,Mobile App,Transfer
TX00183,CUST0183,ACC0183,CARD0183,MERCH0183,20260546,3939.65,EUR,Approved,POS,Withdrawal
TX00184,CUST0184,ACC0184,CARD0184,MERCH0184,20260262,1339.53,CAD,Approved,Mobile App,Purchase
TX00185,CUST0185,ACC0185,CARD0185,MERCH0185,20260565,17.81,GBP,Declined,ATM,Purchase
TX00186,CUST0186,ACC0186,CARD0186,MERCH0186,2026-01-04,3631.62,INR,Approved,POS,Transfer
TX00187,CUST0187,ACC0187,CARD0187,MERCH0187,20260840,4188.19,CAD,Approved,Online,Refund
TX00188,CUST0188,ACC0188,CARD0188,MERCH0188,20260837,2901.72,INR,Reversed,Online,Transfer
TX00189,CUST0189,ACC0189,CARD0189,MERCH0189,20260370,3301.4,GBP,Approved,Online,Withdrawal
TX00190,CUST0190,ACC0190,CARD0190,MERCH0190,2026-06-13,4326.98,EUR,Reversed,Online,Transfer
TX00191,CUST0191,ACC0191,CARD0191,MERCH0191,20260881,2235.5,INR,Declined,Mobile App,Purchase
TX00192,CUST0192,ACC0192,CARD0192,MERCH0192,20260283,2424.29,CAD,Approved,POS,Withdrawal
TX00193,CUST0193,ACC0193,CARD0193,MERCH0193,2026-06-20,1665.54,GBP,Approved,Online,Purchase
TX00194,CUST0194,ACC0194,CARD0194,MERCH0194,2026-02-09,3815.55,CAD,Approved,Online,Withdrawal
TX00195,CUST0195,ACC0195,CARD0195,MERCH0195,20260741,1889.16,GBP,Approved,Online,Refund
TX00196,CUST0196,ACC0196,CARD0196,MERCH0196,2026-04-06,4664.6,GBP,Declined,ATM,Transfer
TX00197,CUST0197,ACC0197,CARD0197,MERCH0197,20260755,4348.66,CAD,Approved,POS,Purchase
TX00198,CUST0198,ACC0198,CARD0198,MERCH0198,2026-06-20,4903.97,INR,Declined,Mobile App,Withdrawal
TX00199,CUST0199,ACC0199,CARD0199,MERCH0199,2026-07-24,1197.83,EUR,Approved,ATM,Transfer
TX00200,CUST0200,ACC0200,CARD0200,MERCH0200,2026-03-04,1917.94,EUR,Approved,ATM,Purchase
TX00201,CUST0201,ACC0201,CARD0201,MERCH0201,20260257,4280.78,GBP,Declined,Mobile App,Refund
TX00202,CUST0202,ACC0202,CARD0202,MERCH0202,20260483,2056.82,CAD,Approved,Online,Withdrawal
TX00203,CUST0203,ACC0203,CARD0203,MERCH0203,20260881,1594.29,GBP,Approved,Online,Purchase
TX00204,CUST0204,ACC0204,CARD0204,MERCH0204,20260266,2367.52,EUR,Approved,POS,Purchase
TX00205,CUST0205,ACC0205,CARD0205,MERCH0205,20260653,4567.58,GBP,Approved,Online,Refund
TX00206,CUST0206,ACC0206,CARD0206,MERCH0206,20260898,1909.25,GBP,Approved,ATM,Withdrawal
TX00207,CUST0207,ACC0207,CARD0207,MERCH0207,20260644,4942.13,EUR,Approved,ATM,Transfer
TX00208,CUST0208,ACC0208,CARD0208,MERCH0208,2026-01-01,3963.01,INR,Approved,ATM,Purchase
TX00209,CUST0209,ACC0209,CARD0209,MERCH0209,2026-07-14,3261.83,GBP,Declined,Mobile App,Withdrawal
TX00210,CUST0210,ACC0210,CARD0210,MERCH0210,20260432,764.77,INR,Approved,Online,Withdrawal
TX00211,CUST0211,ACC0211,CARD0211,MERCH0211,2026-06-01,4824.3,GBP,Approved,Online,Refund
TX00212,CUST0212,ACC0212,CARD0212,MERCH0212,2026-01-20,635.6,CAD,Approved,Online,Purchase
TX00213,CUST0213,ACC0213,CARD0213,MERCH0213,2026-02-15,4826.94,GBP,Reversed,Online,Transfer
TX00214,CUST0214,ACC0214,CARD0214,MERCH0214,20260472,1663.31,GBP,Reversed,POS,Purchase
TX00215,CUST0215,ACC0215,CARD0215,MERCH0215,2026-09-27,506.32,USD,Approved,POS,Purchase
TX00216,CUST0216,ACC0216,CARD0216,MERCH0216,2026-04-15,4225.97,CAD,Reversed,ATM,Transfer
TX00217,CUST0217,ACC0217,CARD0217,MERCH0217,20260346,503.06,CAD,Approved,ATM,Withdrawal
TX00218,CUST0218,ACC0218,CARD0218,MERCH0218,20260160,4552.66,INR,Declined,Mobile App,Purchase
TX00219,CUST0219,ACC0219,CARD0219,MERCH0219,20260347,81.66,INR,Approved,ATM,Withdrawal
TX00220,CUST0220,ACC0220,CARD0220,MERCH0220,20260681,725.06,GBP,Approved,Online,Refund
TX00221,CUST0221,ACC0221,CARD0221,MERCH0221,20260181,4355.31,EUR,Approved,ATM,Withdrawal
TX00222,CUST0222,ACC0222,CARD0222,MERCH0222,20260188,4849.93,GBP,Declined,ATM,Transfer
TX00223,CUST0223,ACC0223,CARD0223,MERCH0223,20260850,378.77,USD,Reversed,POS,Transfer
TX00224,CUST0224,ACC0224,CARD0224,MERCH0224,20260598,3908.72,GBP,Declined,Online,Refund
TX00225,CUST0225,ACC0225,CARD0225,MERCH0225,20260171,1328.79,USD,Approved,Mobile App,Withdrawal
TX00226,CUST0226,ACC0226,CARD0226,MERCH0226,20260879,3118.18,GBP,Approved,Mobile App,Purchase
TX00227,CUST0227,ACC0227,CARD0227,MERCH0227,20260646,1990.43,INR,Approved,Mobile App,Refund
TX00228,CUST0228,ACC0228,CARD0228,MERCH0228,20260885,406.18,GBP,Approved,ATM,Transfer
TX00229,CUST0229,ACC0229,CARD0229,MERCH0229,20260229,1646.19,INR,Approved,Mobile App,Withdrawal
TX00230,CUST0230,ACC0230,CARD0230,MERCH0230,20260232,3373.42,EUR,Reversed,Mobile App,Transfer
TX00231,CUST0231,ACC0231,CARD0231,MERCH0231,20260776,2670.44,EUR,Declined,Mobile App,Purchase
TX00232,CUST0232,ACC0232,CARD0232,MERCH0232,20260587,4770.93,CAD,Approved,POS,Refund
TX00233,CUST0233,ACC0233,CARD0233,MERCH0233,20260663,3135.86,GBP,Declined,Online,Refund
TX00234,CUST0234,ACC0234,CARD0234,MERCH0234,20260270,4437.76,CAD,Approved,POS,Transfer
TX00235,CUST0235,ACC0235,CARD0235,MERCH0235,20260372,2442.3,GBP,Approved,Online,Refund
TX00236,CUST0236,ACC0236,CARD0236,MERCH0236,20260641,2707.37,EUR,Approved,POS,Withdrawal
TX00237,CUST0237,ACC0237,CARD0237,MERCH0237,2026-07-22,3089.21,USD,Approved,Online,Withdrawal
TX00238,CUST0238,ACC0238,CARD0238,MERCH0238,20260534,1177.68,CAD,Approved,Mobile App,Transfer
TX00239,CUST0239,ACC0239,CARD0239,MERCH0239,2026-03-17,3423.58,CAD,Approved,Mobile App,Transfer
TX00240,CUST0240,ACC0240,CARD0240,MERCH0240,20260653,1440.46,EUR,Reversed,Mobile App,Refund
TX00241,CUST0241,ACC0241,CARD0241,MERCH0241,20260874,1141.29,EUR,Reversed,POS,Transfer
TX00242,CUST0242,ACC0242,CARD0242,MERCH0242,20260848,456.44,USD,Reversed,Mobile App,Withdrawal
TX00243,CUST0243,ACC0243,CARD0243,MERCH0243,2026-08-07,4891.8,CAD,Reversed,ATM,Purchase
TX00244,CUST0244,ACC0244,CARD0244,MERCH0244,2026-03-06,3803.05,EUR,Approved,Online,Withdrawal
